sig_id,Ligand,Organism,Celltype.cellline,Dose,Duration,Platform,source
sig_IL9_IL9_cDC2_imd,IL9,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_LEP_Leptin_cDC2_imd,LEP,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_LIF_LIF_cDC2_imd,LIF,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF14_LIGHT_cDC2_imd,TNFSF14,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA1-B2_cDC2_imd,LTAandLTB,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA2-B1_cDC2_imd,LTAandLTB,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF1_M-CSF_cDC2_imd,CSF1,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF2P_Neuropoietin_cDC2_imd,CTF2P,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_NOG_Noggin_cDC2_imd,NOG,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_OSM_OSM_cDC2_imd,OSM,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF4_OX40L_cDC2_imd,TNFSF4,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_PSPN_Persephin_cDC2_imd,PSPN,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_PRL_Prolactin_cDC2_imd,PRL,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF11_RANKL_cDC2_imd,TNFSF11,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_RETN_Resistin_cDC2_imd,RETN,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_KITLG_SCF_cDC2_imd,KITLG,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TGFB1_TGF-beta-1_cDC2_imd,TGFB1,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF15_TL1A_cDC2_imd,TNFSF15,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNF_TNFa_cDC2_imd,TNF,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_THPO_TPO_cDC2_imd,THPO,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF10_TRAIL_cDC2_imd,TNFSF10,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TSLP_TSLP_cDC2_imd,TSLP,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF12_TWEAK_cDC2_imd,TNFSF12,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_VEGFA_VEGF_cDC2_imd,VEGFA,Mus musculus,cDC2,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF9_41BBL_eTAC_imd,TNFSF9,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_ADIPOQ_Adiponectin_eTAC_imd,ADIPOQ,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13_APRIL_eTAC_imd,TNFSF13,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13B_BAFF_eTAC_imd,TNFSF13B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_C3_C3a_eTAC_imd,C3,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_C5_C5a_eTAC_imd,C5,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF1_Cardiotrophin-1_eTAC_imd,CTF1,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD70_CD27L_eTAC_imd,CD70,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF8_CD30L_eTAC_imd,TNFSF8,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD40LG_CD40L_eTAC_imd,CD40LG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_DCN_Decorin_eTAC_imd,DCN,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_EGF_EGF_eTAC_imd,EGF,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FASLG_FasL_eTAC_imd,FASLG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FGF2_FGF-basic_eTAC_imd,FGF2,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FLT3LG_Flt3l_eTAC_imd,FLT3LG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF3_G-CSF_eTAC_imd,CSF3,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_GDNF_GDNF_eTAC_imd,GDNF,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF18_GITRL_eTAC_imd,TNFSF18,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF2_GM-CSF_eTAC_imd,CSF2,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_HGF_HGF_eTAC_imd,HGF,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNA1_IFNa1_eTAC_imd,IFNA,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNB1_IFNb_eTAC_imd,IFNB1,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNE_IFNe_eTAC_imd,IFNE,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNG_IFNg_eTAC_imd,IFNG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNK_IFNk_eTAC_imd,IFNK,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNL2_IFNl2_eTAC_imd,IFNL2,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IGF1_IGF-I_eTAC_imd,IGF1,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27andIL12B_IL-Y_eTAC_imd,IL27andIL12B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL10_IL10_eTAC_imd,IL10,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL11_IL11_eTAC_imd,IL11,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL12AandIL12B_IL12_eTAC_imd,IL12AandIL12B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL13_IL13_eTAC_imd,IL13,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL15_IL15_eTAC_imd,IL15,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17A_IL17A_eTAC_imd,IL17A,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17B_IL17B_eTAC_imd,IL17B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17C_IL17C_eTAC_imd,IL17C,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17D_IL17D_eTAC_imd,IL17D,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL25_IL17E_eTAC_imd,IL25,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17F_IL17F_eTAC_imd,IL17F,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL18_IL18_eTAC_imd,IL18,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL19_IL19_eTAC_imd,IL19,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1A_IL1a_eTAC_imd,IL1A,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1B_IL1b_eTAC_imd,IL1B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1RN_IL1ra_eTAC_imd,IL1RN,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL2_IL2_eTAC_imd,IL2,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL20_IL20_eTAC_imd,IL20,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL21_IL21_eTAC_imd,IL21,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL22_IL22_eTAC_imd,IL22,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL23AandIL12B_IL23_eTAC_imd,IL23AandIL12B,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL24_IL24_eTAC_imd,IL24,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27andEBI3_IL27_eTAC_imd,IL27andEBI3,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL3_IL3_eTAC_imd,IL3,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27_IL30_eTAC_imd,IL27,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL31_IL31_eTAC_imd,IL31,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL33_IL33_eTAC_imd,IL33,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL34_IL34_eTAC_imd,IL34,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL36A_IL36a_eTAC_imd,IL36A,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL36RN_IL36RA_eTAC_imd,IL36RN,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL4_IL4_eTAC_imd,IL4,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL5_IL5_eTAC_imd,IL5,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL6_IL6_eTAC_imd,IL6,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL7_IL7_eTAC_imd,IL7,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL9_IL9_eTAC_imd,IL9,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LEP_Leptin_eTAC_imd,LEP,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LIF_LIF_eTAC_imd,LIF,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF14_LIGHT_eTAC_imd,TNFSF14,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA1-B2_eTAC_imd,LTAandLTB,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA2-B1_eTAC_imd,LTAandLTB,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF1_M-CSF_eTAC_imd,CSF1,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF2P_Neuropoietin_eTAC_imd,CTF2P,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_NOG_Noggin_eTAC_imd,NOG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_OSM_OSM_eTAC_imd,OSM,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF4_OX40L_eTAC_imd,TNFSF4,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_PSPN_Persephin_eTAC_imd,PSPN,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_PRL_Prolactin_eTAC_imd,PRL,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF11_RANKL_eTAC_imd,TNFSF11,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_RETN_Resistin_eTAC_imd,RETN,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_KITLG_SCF_eTAC_imd,KITLG,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TGFB1_TGF-beta-1_eTAC_imd,TGFB1,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF15_TL1A_eTAC_imd,TNFSF15,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNF_TNFa_eTAC_imd,TNF,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_THPO_TPO_eTAC_imd,THPO,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF10_TRAIL_eTAC_imd,TNFSF10,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TSLP_TSLP_eTAC_imd,TSLP,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF12_TWEAK_eTAC_imd,TNFSF12,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_VEGFA_VEGF_eTAC_imd,VEGFA,Mus musculus,eTAC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF9_41BBL_ILC_imd,TNFSF9,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_ADIPOQ_Adiponectin_ILC_imd,ADIPOQ,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13_APRIL_ILC_imd,TNFSF13,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13B_BAFF_ILC_imd,TNFSF13B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_C3_C3a_ILC_imd,C3,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_C5_C5a_ILC_imd,C5,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF1_Cardiotrophin-1_ILC_imd,CTF1,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD70_CD27L_ILC_imd,CD70,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF8_CD30L_ILC_imd,TNFSF8,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD40LG_CD40L_ILC_imd,CD40LG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_DCN_Decorin_ILC_imd,DCN,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_EGF_EGF_ILC_imd,EGF,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FASLG_FasL_ILC_imd,FASLG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FGF2_FGF-basic_ILC_imd,FGF2,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_FLT3LG_Flt3l_ILC_imd,FLT3LG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF3_G-CSF_ILC_imd,CSF3,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_GDNF_GDNF_ILC_imd,GDNF,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF18_GITRL_ILC_imd,TNFSF18,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF2_GM-CSF_ILC_imd,CSF2,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_HGF_HGF_ILC_imd,HGF,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNA1_IFNa1_ILC_imd,IFNA,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNB1_IFNb_ILC_imd,IFNB1,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNE_IFNe_ILC_imd,IFNE,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNG_IFNg_ILC_imd,IFNG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNK_IFNk_ILC_imd,IFNK,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNL2_IFNl2_ILC_imd,IFNL2,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IGF1_IGF-I_ILC_imd,IGF1,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27andIL12B_IL-Y_ILC_imd,IL27andIL12B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL10_IL10_ILC_imd,IL10,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL11_IL11_ILC_imd,IL11,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL12AandIL12B_IL12_ILC_imd,IL12AandIL12B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL13_IL13_ILC_imd,IL13,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL15_IL15_ILC_imd,IL15,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17A_IL17A_ILC_imd,IL17A,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17B_IL17B_ILC_imd,IL17B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17C_IL17C_ILC_imd,IL17C,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17D_IL17D_ILC_imd,IL17D,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL25_IL17E_ILC_imd,IL25,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL17F_IL17F_ILC_imd,IL17F,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL18_IL18_ILC_imd,IL18,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL19_IL19_ILC_imd,IL19,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1A_IL1a_ILC_imd,IL1A,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1B_IL1b_ILC_imd,IL1B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL1RN_IL1ra_ILC_imd,IL1RN,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL2_IL2_ILC_imd,IL2,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL20_IL20_ILC_imd,IL20,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL21_IL21_ILC_imd,IL21,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL22_IL22_ILC_imd,IL22,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL23AandIL12B_IL23_ILC_imd,IL23AandIL12B,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL24_IL24_ILC_imd,IL24,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27andEBI3_IL27_ILC_imd,IL27andEBI3,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL3_IL3_ILC_imd,IL3,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27_IL30_ILC_imd,IL27,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL31_IL31_ILC_imd,IL31,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL33_IL33_ILC_imd,IL33,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL34_IL34_ILC_imd,IL34,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL36A_IL36a_ILC_imd,IL36A,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL36RN_IL36RA_ILC_imd,IL36RN,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL4_IL4_ILC_imd,IL4,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL5_IL5_ILC_imd,IL5,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL6_IL6_ILC_imd,IL6,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL7_IL7_ILC_imd,IL7,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL9_IL9_ILC_imd,IL9,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LEP_Leptin_ILC_imd,LEP,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LIF_LIF_ILC_imd,LIF,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF14_LIGHT_ILC_imd,TNFSF14,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA1-B2_ILC_imd,LTAandLTB,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_LTAandLTB_LTA2-B1_ILC_imd,LTAandLTB,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF1_M-CSF_ILC_imd,CSF1,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF2P_Neuropoietin_ILC_imd,CTF2P,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_NOG_Noggin_ILC_imd,NOG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_OSM_OSM_ILC_imd,OSM,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF4_OX40L_ILC_imd,TNFSF4,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_PSPN_Persephin_ILC_imd,PSPN,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_PRL_Prolactin_ILC_imd,PRL,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF11_RANKL_ILC_imd,TNFSF11,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_RETN_Resistin_ILC_imd,RETN,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_KITLG_SCF_ILC_imd,KITLG,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TGFB1_TGF-beta-1_ILC_imd,TGFB1,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF15_TL1A_ILC_imd,TNFSF15,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNF_TNFa_ILC_imd,TNF,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_THPO_TPO_ILC_imd,THPO,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF10_TRAIL_ILC_imd,TNFSF10,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TSLP_TSLP_ILC_imd,TSLP,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF12_TWEAK_ILC_imd,TNFSF12,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_VEGFA_VEGF_ILC_imd,VEGFA,Mus musculus,ILC,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF9_41BBL_Macrophage_imd,TNFSF9,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_ADIPOQ_Adiponectin_Macrophage_imd,ADIPOQ,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13_APRIL_Macrophage_imd,TNFSF13,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF13B_BAFF_Macrophage_imd,TNFSF13B,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_C3_C3a_Macrophage_imd,C3,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_C5_C5a_Macrophage_imd,C5,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_CTF1_Cardiotrophin-1_Macrophage_imd,CTF1,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD70_CD27L_Macrophage_imd,CD70,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF8_CD30L_Macrophage_imd,TNFSF8,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_CD40LG_CD40L_Macrophage_imd,CD40LG,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_DCN_Decorin_Macrophage_imd,DCN,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_EGF_EGF_Macrophage_imd,EGF,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_FASLG_FasL_Macrophage_imd,FASLG,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_FGF2_FGF-basic_Macrophage_imd,FGF2,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_FLT3LG_Flt3l_Macrophage_imd,FLT3LG,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF3_G-CSF_Macrophage_imd,CSF3,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_GDNF_GDNF_Macrophage_imd,GDNF,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_TNFSF18_GITRL_Macrophage_imd,TNFSF18,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_CSF2_GM-CSF_Macrophage_imd,CSF2,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_HGF_HGF_Macrophage_imd,HGF,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNA1_IFNa1_Macrophage_imd,IFNA,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNB1_IFNb_Macrophage_imd,IFNB1,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNE_IFNe_Macrophage_imd,IFNE,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNG_IFNg_Macrophage_imd,IFNG,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNK_IFNk_Macrophage_imd,IFNK,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IFNL2_IFNl2_Macrophage_imd,IFNL2,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IGF1_IGF-I_Macrophage_imd,IGF1,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
sig_IL27andIL12B_IL-Y_Macrophage_imd,IL27andIL12B,Mus musculus,Macrophage,In_Ref,4h,scRNA-Seq,ImmDic
